7.176696398849999525e+01 4.863667467089999974e+01
7.176727798580000695e+01 2.383901134510000119e+01
7.176770797369999855e+01 1.141544805180000033e+01
7.176889997719999315e+01 3.211415528589999724e+01
7.176896598940000160e+01 3.623468830720000255e+01
7.176970797779999600e+01 5.105417044979999730e+01
7.176974198220000289e+01 3.055989272649999933e+01
7.176996999979999714e+01 3.211415528589999724e+01
7.177002599840000130e+01 4.037493802000000187e+01
7.177029398080000533e+01 1.357053176099999980e+01
7.177036798000000317e+01 6.913290034530000128e+01
7.177041998510000553e+01 2.527633653199999841e+01
7.177053597569999965e+01 1.710810943519999938e+01
7.177058798070000023e+01 1.296453833160000002e+01
7.177173399929999675e+01 1.357053176099999980e+01
7.177259397509999417e+01 2.866320543320000169e+01
7.177308398489999774e+01 1.357053176099999980e+01
7.177359998229999860e+01 3.293922144750000314e+01
7.177385398750000434e+01 1.486964897270000030e+01
7.177449998260000541e+01 3.092877678469999836e+01
7.177500799300000267e+01 1.066973212380000007e+02
7.177510198950000131e+01 1.690431120470000081e+01
7.177589398620000338e+01 2.824801547750000097e+01
7.177593797449999613e+01 2.415718359090000078e+01
7.177668198940000366e+01 7.360921082289999617e+01
7.177711600070000486e+01 3.759275637710000240e+01
7.177731800079999402e+01 3.759275637710000240e+01
7.177741399410000156e+01 2.687361006580000122e+01
7.177752000089999740e+01 1.317162699939999868e+02
7.177757197619999374e+01 1.068651125609999930e+01
7.177773597840000264e+01 1.850988333969999928e+02
7.177857199310000169e+01 5.530271364699999737e+01
7.177878800029999695e+01 8.257979724240000152e+00
7.177900999780000291e+01 4.892383370000000298e+01
7.177905598280000277e+01 1.248841137620000019e+01
7.177921399470000097e+01 7.395507438539999612e+01
7.177940797809999651e+01 3.759275637710000240e+01
7.177959197760000620e+01 3.211415528589999724e+01
7.177983999250000124e+01 1.864643435509999847e+01
7.178038999439999657e+01 2.353791898980000141e+01
7.178091198209999391e+01 5.105417044979999730e+01
7.178104999660000374e+01 1.273823213730000070e+01
7.178177198769999734e+01 2.720678980730000163e+01
7.178224799039999482e+01 3.293922144750000314e+01
7.178265598420000515e+01 3.055989272649999933e+01
7.178279799220000257e+01 3.759275637710000240e+01
7.178289598230000479e+01 6.520817774869999539e+01
7.178329598899999553e+01 1.624706441329999862e+01
7.178383797409999545e+01 1.221303774720000064e+02
7.178402799369999343e+01 1.532418814119999979e+02
7.178416597839999724e+01 8.261743831229999557e+01
7.178476598860000024e+01 3.759275637710000240e+01
7.178481197360000010e+01 2.415718359090000078e+01
7.178487598899999966e+01 1.262781953350000066e+02
7.178529599309999298e+01 3.785786921790000292e+01
7.178530198340000368e+01 1.804904529019999870e+01
7.178541398049999600e+01 2.209548688699999985e+01
7.178592798110000217e+01 9.113218043210000729e+00
7.178675597909999340e+01 1.089496612499999983e+01
7.178679597379999677e+01 3.092877678469999836e+01
7.178738397360000079e+01 3.055989272649999933e+01
7.178784599899999819e+01 2.000925384059999956e+01
7.178799998760000278e+01 1.486964897270000030e+01
7.178894999620000306e+01 1.296453833160000002e+01
7.178939598799999544e+01 9.279240628450000372e+01
7.178963997959999688e+01 3.293922144750000314e+01
7.178975799680000591e+01 1.685836622330000125e+02
7.179020199180000361e+01 1.834996683809999851e+01
7.179078197479999801e+01 1.068651125609999930e+01
7.179083397979999859e+01 3.924651034450000253e+01
7.179158198829999549e+01 1.192230631800000040e+01
7.179345399139999984e+01 1.834996683809999851e+01
7.179416799550000405e+01 2.068697114480000110e+01
7.179429200289999358e+01 1.597708969179999983e+01
7.179442998769999917e+01 4.467298578759999828e+01
7.179461398719999465e+01 6.294603731200000141e+01
7.179487398269999687e+01 3.705910740160000216e+01
7.179509598020000283e+01 2.560026316509999944e+01
7.179583600159999435e+01 1.908350482090000071e+02
7.179587399960000482e+01 1.739222971730000111e+01
7.179639998080000396e+01 2.502079213500000066e+01
7.179646599289999642e+01 3.597042479539999960e+01
7.179659998420000022e+01 9.760452145589999517e+00
7.179716798660000165e+01 3.439336867179999757e+01
7.179724597930000130e+01 5.422755917269999770e+01
7.179763197900000193e+01 5.422755917269999770e+01
7.179828599100000019e+01 4.207528913809999693e+01
7.179835799340000335e+01 1.402972363029999947e+01
7.179836598040000695e+01 2.824801547750000097e+01
7.179905000329999609e+01 1.647442086899999936e+02
7.179941397909999523e+01 2.353791898980000141e+01
7.179982200259999559e+01 1.512407788710000034e+01
7.179984799029999465e+01 1.710810943519999938e+01
